,CtrlFemaleFB1,CtrlFemaleFB2,CtrlFemaleFB3,NitoKDFemaleFB1,NitoKDFemaleFB2,NitoKDFemaleFB3,CtrlMaleFB1,CtrlMaleFB2,CtrlMaleFB3,NitoKDMaleFB1,NitoKDMaleFB2,NitoKDMaleFB3
CG13071,0,0,0,3.382578558,0,0,9.063356764,3.203749397,7.607363645,2.962041424,0,0
CG13070,0,0,0,0,0,0,7.552797304,1.601874699,1.521472729,0,0,3.524310965
CG13069,9.174951778,2.24409676,1.747468104,6.765157115,0,0,1.510559461,0,0,0,0,0
CG13068,18.34990356,0,10.48480863,6.765157115,1.806775351,0,0,1.601874699,2.282209094,0,2.881449709,0
CG13067,907.1733571,323.1499335,579.2856766,213.1024491,175.2572091,64.06472164,354.9814733,265.1102626,488.392746,145.1400298,128.224512,149.783216
CG13066,0,0,0,0,0,0,0,0,4.564418187,0,0,0
CG13065,0,0,0,0,0,2.562588866,6.042237843,3.203749397,6.085890916,8.886124273,2.881449709,14.09724386
CG4982,0,0,0,0,0,0,6.042237843,0,6.085890916,5.924082848,0,0
CG4962,13.76242767,531.8509322,0,13.53031423,0,0,5.286958113,71.28342409,6.085890916,0,0,0
CG13045,6.881213834,4.488193521,0,3.382578558,0,0,13.59503515,14.41687229,22.06135457,11.8481657,8.644349126,3.524310965
CG13046,51.60910375,42.63783845,45.43417071,16.91289279,28.90840562,5.125177731,30.21118921,18.42155903,47.1656546,11.8481657,25.93304738,72.24837479
CG13047,9.174951778,8.976387042,3.494936209,0,0,0,1.510559461,0,0,0,0,10.5729329
CG13048,0,0,0,0,0,0,1.510559461,0,0,0,0,0
CG13049,0,0,0,0,0,0,7.552797304,9.611248191,22.06135457,0,25.93304738,0
CG13050,0,0,0,0,0,10.25035546,3.021118921,1.601874699,0,2.962041424,0,0
CG4950,69.95900731,132.4017089,8.737340522,334.8752772,117.4403978,246.0085311,193.351611,128.1499759,3.042945458,377.6602816,177.2091571,521.5980229
CG13053,0,6.732290281,0,3.382578558,0,0,10.57391623,3.203749397,9.128836374,17.77224855,0,0
CG13054,0,0,0,6.765157115,3.613550703,5.125177731,0,0,1.521472729,11.8481657,0,3.524310965
CG13055,0,4.488193521,3.494936209,3.382578558,0,0,0,0,16.73620002,0,0,0
PDCD-5,2763.954223,3010.455804,3467.850453,2613.041936,2721.003679,2990.541206,2108.741007,2500.526404,1965.742766,2495.5199,2414.654856,3030.90743
CG13073,5.734344861,11.2204838,5.242404313,0,16.26097816,20.50071092,3.021118921,3.203749397,7.607363645,0,0,0
CG5151,1931.327349,1910.848391,1571.84756,2717.901871,3044.416467,3462.057557,1867.051493,1661.144062,1220.981865,3896.565493,2437.706453,3691.715736
CG32152,0,0,0,0,0,0,0,0,0,0,0,0
CG5157,99.77760059,78.54338661,28.83322372,16.91289279,45.16938378,20.50071092,31.72174868,11.21312289,22.06135457,38.50653851,40.34029592,37.00526514
Pgm1,31463.20339,29270.87609,32737.06747,56260.73786,63710.51244,56605.02545,25697.63755,24244.37356,21983.75946,43829.32695,38294.46663,38249.34691
IntS9,1097.553606,1087.26488,1126.243193,1058.747089,926.8757552,966.0960023,981.8636495,986.7548143,899.9511192,1032.271436,929.267531,766.537635
CG13074,6.881213834,6.732290281,8.737340522,3.382578558,3.613550703,0,100.4522041,76.88998553,143.0184365,53.31674564,64.83261844,91.6320851
CG5235,305.0671466,379.2523525,323.2815993,314.5798059,234.8807957,181.9438095,262.0820664,293.1430698,408.5154278,223.6341275,159.9204588,368.2904959
CG6244,4.587475889,8.976387042,2.621202157,86.25575322,68.65746335,128.1294433,142.747869,166.5949686,187.1411457,171.7984026,278.0598969,190.3127921
CG13445,12.61555869,4.488193521,33.20189398,6.765157115,21.68130422,10.25035546,5.286958113,19.22249638,63.14111826,14.81020712,2.881449709,5.286466448
CkIIalpha-i1,167.44287,200.8466601,233.2869919,235.0892098,213.1994915,238.3207645,396.5218584,417.288359,435.1412005,388.0274266,363.0626633,408.820072
dbo,1547.126244,1442.954217,1431.176378,2039.69487,1996.486763,1678.495707,1943.334746,1765.265918,2095.067948,2026.036334,1658.274307,2010.619406
CG12713,232.8144014,304.075111,344.2512166,228.3240526,319.7992372,292.1351307,586.8523505,611.9161348,666.4050553,709.4089211,703.0737289,667.8569279
GXIVsPLA2,1551.713719,1721.222215,1753.584243,1170.372181,1367.728941,1217.229711,1676.721001,1481.734096,1248.368374,1192.221673,1092.06944,1441.443185
CG17032,1554.007457,1227.520928,2111.815204,2288.314394,2231.367559,2221.764546,1331.558165,1524.984713,2127.779612,1393.64049,1429.199055,1270.514103
CG10516,676.6526936,851.6347206,867.6179138,921.752657,834.7302123,822.5910258,887.4536832,908.2629541,896.1474374,968.5875457,893.2494097,898.6992962
CG17026,1691.631734,1293.721782,1563.983953,1002.934542,1026.2484,1017.34778,968.2686143,1316.741002,1314.552438,891.5744687,672.818507,1029.098802
CG17029,11125.7759,7908.196984,12976.69814,4586.776524,5105.947143,4779.228234,5239.37549,7543.227955,9468.885529,4330.504562,3195.527727,4128.730296
CG17028,380.7604988,292.8546272,486.6698671,98.09477817,166.2233323,94.81578802,151.0559461,245.0868289,321.0307458,96.26634629,92.20639068,126.8751948
CG17027,17011.50747,14745.95981,13294.73734,13053.37065,14383.73857,12561.81062,12006.68187,14235.86045,9828.71383,12708.63873,8181.876448,9385.240101
Arl1,6472.928479,7156.424569,7664.395106,6667.062337,6887.427639,7605.763753,5092.095942,5407.128045,4375.755569,5898.905496,6535.127939,6179.879278
mRpS31,1844.165307,1933.289359,2628.192029,1422.374284,1696.562055,1832.251039,1567.96072,1828.539968,2029.644621,1441.033153,1290.889469,1444.967496
hzg,3522.034614,3380.73177,3181.265684,5341.091543,5929.836703,5309.684129,2813.416996,2800.87791,2656.491385,5136.17983,5659.167228,5011.570193
brm,5547.405219,4975.162518,5127.071418,7100.032393,7398.745064,5975.957234,4578.505725,4546.921332,4994.234233,5724.145052,3980.722772,5734.053941
Pka-C3,221.3457116,246.8506436,245.5192687,602.0989833,195.1317379,330.5739637,1117.058721,821.7617204,1406.601538,799.7511845,1427.758331,833.4995433
meru,2.293737945,6.732290281,0,3.382578558,0,0,20.39255272,25.62999518,54.01228188,5.924082848,36.01812136,37.00526514
CG15715,2496.733753,2545.927775,3313.199526,1153.459288,1398.444122,1414.549054,2885.16857,2932.231636,3163.90254,2271.885772,2564.490241,2116.348735
CG18081,8332.003083,8986.485477,10133.56754,5530.515942,6021.982246,7072.745269,5420.642625,6672.609057,5825.71908,6743.087302,8573.753608,7138.49186
CG13455,0,4.488193521,9.611074574,0,3.613550703,0,1911.612998,1839.753091,1941.399202,1420.298863,2309.481941,1517.215871
CG7276,0,0,0,0,0,0,329.3019624,321.9768144,264.7362549,285.8369974,340.0110656,345.3824746
CG7275,1961.145943,2144.234455,2512.859134,784.7582254,1094.905863,981.4715355,1649.530931,1888.61027,1911.730484,1073.740016,1066.136392,1013.239403
CG7272,8919.199997,8086.602676,11475.62304,3462.069154,4469.962219,4530.657114,9334.502188,8518.769647,7758.750182,3087.928185,2600.508362,3855.596196
MsrA,1016.125909,1324.017089,772.3809022,13315.52049,6970.539305,9717.336978,2879.881612,1706.797491,723.4602827,9722.900975,9766.673787,15746.62139
yellow-k,0,0,0,0,0,0,1.510559461,3.203749397,7.607363645,0,2.881449709,0
CrebA,15369.1911,12379.55978,16471.63435,10734.61305,11915.68344,11636.71604,10089.78192,11872.29433,12418.26041,8977.947557,6568.264611,8920.031053
SCCRO,2166.435489,2478.604872,2643.919242,2320.448891,2453.600927,2242.265257,2990.152453,3251.004701,3169.227695,3480.398673,3222.901499,3099.631494
CG16979,2622.88934,2582.955371,2698.090753,3343.678904,3815.909542,3300.614459,3592.110398,3580.189951,3876.712514,3175.308407,3247.393822,3423.868103
CG12301,1933.621087,1708.879683,2791.580297,514.1519408,598.0426413,653.4601607,1042.286028,1450.49754,1717.742711,534.6484771,414.928758,533.9331113
AIMP2,6238.967209,6151.06922,8726.855713,3369.048243,3833.977296,3579.936645,4657.810097,5492.828341,5312.222034,3209.371883,3336.718763,3429.154569
RhoGAP71E,1351.011649,1472.127475,1521.170985,1537.381954,1837.490532,1765.623728,2272.636709,2141.706472,3570.135759,2119.340639,2321.00774,2391.24499
Phs,1152.603317,1319.528895,987.319479,2325.522758,1729.084011,1829.68845,1916.899956,1726.019988,2455.656985,2117.859618,2427.62138,2082.867781
Eig71Eb,52.75597272,67.32290281,68.15125607,74.41672827,37.94228238,79.44025483,70.99629465,64.87592529,39.55829096,42.94960065,74.91769242,613.230108
Eig71Ed,0,2.24409676,3.494936209,20.29547135,7.227101405,41.00142185,6.042237843,4.805624096,4.564418187,51.83572492,50.4253699,144.4967496
Eig71Eg,3.440606917,7.854338661,0,6.765157115,3.613550703,10.25035546,15.10559461,3.203749397,3.042945458,38.50653851,18.72942311,93.39424058
Eig71Ei,0,0,0,0,0,0,0,1.601874699,0,0,0,0
Eig71Ek,0,0,0,0,0,0,4.531678382,0,3.042945458,0,2.881449709,0
CG7304,0,0,0,0,0,0,0,0,0,0,0,0
Pgant8,189.2333804,355.6893365,155.5246613,1601.650947,1047.929704,1337.671388,376.1293057,217.0540217,108.0245638,1150.753093,731.888226,817.640144
comm,277.5422913,258.0711274,254.2566092,191.1156885,205.9723901,125.5668544,267.3690246,302.754318,314.1841186,186.6086097,145.5132103,179.7398592
comm2,665.1840039,867.3433979,398.4227278,1654.080915,903.3876757,1368.422454,1117.058721,648.7592529,296.6871822,2196.353716,1629.45981,1733.960995
CG7579,0,0,1.747468104,0,0,0,0,0,1.521472729,0,0,0
Eig71Ej,0,0,0,0,0,0,1.510559461,4.805624096,0,0,5.762899417,0
Eig71Eh,0,0,0,0,0,0,0,1.601874699,0,0,0,0
Eig71Ef,1.146868972,3.366145141,0,0,0,0,3.021118921,1.601874699,7.607363645,8.886124273,5.762899417,28.19448772
Eig71Ee,671888.5999,727468.8468,550394.7864,397990.8105,451489.6722,474829.7787,815443.8031,776795.4957,305263.7239,692507.5127,329581.6584,646145.4102
Eig71Ec,4.587475889,2.24409676,19.22214915,10.14773567,14.45420281,20.50071092,9.063356764,3.203749397,7.607363645,14.81020712,14.40724854,243.1774566
Eig71Ea,137.6242767,313.0514981,65.53005392,458.3393946,426.3989829,645.7723941,177.4907366,163.3912193,35.75460913,499.10398,658.4112584,1152.449686
CG13449,6.881213834,2.24409676,14.85347889,16.91289279,0,5.125177731,942.5891035,756.8857951,768.3437282,811.5993502,995.5408743,745.3917692
CG7650,729.4086664,730.4534955,796.8454556,1320.896927,1078.644885,1155.727578,1137.451274,1240.651954,1248.368374,1328.475579,1419.113981,1295.18428
CG7656,5980.92169,7339.318455,5744.801393,10567.17541,9879.447621,10680.87039,7501.438282,7049.049611,5349.498115,10626.32361,11851.40265,11263.69785
CG7739,3694.06496,3487.326366,2901.670787,4872.604412,4825.896963,4902.2325,3222.778609,3356.728431,3065.767549,4289.035982,3763.173319,4444.156127
CG7945,3354.591744,3744.275445,3398.825463,5168.580036,5013.8016,5294.308596,5611.728397,5305.409002,5147.142242,7422.875809,7403.885026,6786.060764
mex1,1159.484531,445.4532069,290.9534394,108.2425138,269.2095273,76.87766597,547.5778045,394.8621132,309.6197004,194.0137133,427.8952817,214.9829689
CG13454,0,4.488193521,1.747468104,0,7.227101405,0,0,0,6.085890916,0,0,0
CG7841,1376.242767,1350.94625,2536.449954,799.9798289,556.4868082,1573.429563,3095.136335,2724.788862,3157.055913,1808.326289,2181.257429,2174.499866
CG7857,2494.440015,2906.105305,3132.336577,2689.149953,2858.318606,3633.751011,2860.244339,2883.374457,2889.276713,3013.877149,3457.73965,3644.137538
CG12355,119.2743731,53.85832225,150.282257,16.91289279,46.97615913,28.18847752,349.6945152,325.1805638,474.6994915,241.4063761,368.8255627,174.4533928
Tollo,631.9248037,507.1658678,859.7543074,487.0913123,457.1141639,540.7062506,467.5181531,551.0448963,872.5646101,379.1413023,371.7070124,431.7280933
Best4,0,0,0,0,7.227101405,0,504.5268599,501.3867806,628.3682371,419.1288615,465.3541279,581.5113093
Toll-6,0,20.19687084,47.18163882,5.073867837,25.29485492,0,9.063356764,19.22249638,78.35584555,2.962041424,21.61087281,21.14586579
CG33259,0,0,0,0,0,0,12.83975542,17.62062168,19.01840911,14.81020712,17.28869825,22.90802128
Ran-like,0,0,0,0,7.227101405,2.562588866,1121.5904,914.6704529,945.5953011,587.9652227,950.8784038,736.5809918
cocoon,0,0,1.747468104,0,0,0,3186.525182,3005.917872,5010.970433,2776.913835,2625.000685,3971.898458
Best3,6.881213834,4.488193521,6.989872418,10.14773567,14.45420281,12.81294433,864.7952913,843.3870288,1305.423602,688.6746311,756.3805485,972.7098264
Tom,84.86830395,310.8074013,115.3328949,167.4376386,204.1656147,133.254621,83.83605007,161.7893446,174.2086275,44.43062136,128.224512,137.4481277
Brd,37.84667608,153.7206281,69.02499012,50.73867837,68.65746335,15.37553319,53.62486086,70.48248674,66.18406371,32.58245567,47.54392019,17.62155483
Ocho,20.6436415,62.83470929,22.71708536,16.91289279,14.45420281,5.125177731,21.90311218,37.64405542,25.86503639,8.886124273,38.89957107,3.524310965
CG3349,0,2.24409676,0,0,0,0,3.021118921,0,0,0,0,0
CG5114,3538.090779,3487.326366,5638.205839,705.2676293,1111.166841,963.5334134,2290.763422,3034.751616,3541.988513,941.9291729,851.4683889,1032.623113
mnd,1824.668535,1505.788926,2750.514796,805.0536967,867.2521686,766.2140708,1092.13449,1286.305383,1937.59552,536.1294978,383.2328112,484.5927577
Zip71B,6374.297748,5156.934355,4323.23609,5116.150068,5046.323556,4259.022694,5916.861408,6170.421339,4985.105397,5894.462434,3234.427298,4414.199484
Prosbeta2,10798.91824,11956.54754,13272.89399,13427.14558,13296.05981,13663.72383,10656.997,10675.69393,9319.020466,11544.55645,11626.64957,12928.93478
CG32148,0,0,0,0,0,0,899.5381589,785.7195396,734.8713281,909.3467172,1483.9466,826.4509214
EAChm,11.46868972,15.70867732,74.26739444,13.53031423,25.29485492,10.25035546,337.6100395,438.1127301,453.3988733,284.3559767,497.0500747,352.4310965
GlyRS,16122.68401,14659.56209,20558.08851,9045.015063,9913.776353,9332.948648,11356.38603,13517.41964,14425.08294,6704.580764,6285.882539,7267.129211
CG13458,16.05616561,17.95277408,8.737340522,13.53031423,3.613550703,0,135.9503515,84.09842167,111.0675092,108.114512,89.32494097,40.5295761
Cep135,276.3954223,289.4884821,233.2869919,211.4111599,186.0978612,158.8805097,1036.24379,871.419836,1869.889984,579.0790984,727.5660514,689.0027937
CG32847,0,0,0,0,0,0,265.8584651,237.8783927,241.9141639,189.5706511,448.0654297,368.2904959
Pex3,3236.46424,3434.590092,3623.375115,2951.299792,3042.609692,2524.150033,3624.587426,3974.251127,4012.123587,3427.081928,3281.971218,3788.634288
FucTA,387.6417126,347.8349979,369.5895041,231.7066312,299.9247083,351.0746746,488.6659855,485.3680337,352.2209368,359.888033,234.8381513,292.5178101
Prp31,2667.617229,2552.660065,3076.417598,1880.713678,1739.924663,1929.629416,2327.016849,2683.941057,2862.65094,2297.063124,2414.654856,2458.206898
CG6878,1887.746328,2002.856359,3180.39195,972.4913353,1029.86195,950.7204691,2940.30399,3331.899373,3574.700177,2369.633139,2663.900256,2724.292376
CG6888,0,0,0,0,0,0,1000.745643,1050.028865,859.6320919,876.7642616,1296.652369,942.7531832
CG7011,4972.823864,5331.973903,6462.13705,4473.460143,5270.3637,5509.566061,3691.052042,4365.909491,3511.559059,3391.537431,3196.968452,3735.769623
Msh6,309.6546225,362.4216268,424.6347494,258.7672597,269.2095273,253.6962977,1280.954423,1231.841643,2697.571149,864.9160959,815.4502675,1180.644173
CG32147,505.7692168,421.890191,487.5436011,465.1045517,370.388947,386.9509187,290.7826962,404.4733614,459.4847642,285.8369974,309.7558437,401.7714501
CG12316,912.9077019,762.9928985,1134.1068,916.6787891,981.0790158,691.8989937,1095.910889,967.5323179,1347.264102,854.5489509,704.5144538,800.0185891
CG13457,4.587475889,0,0,0,9.033876757,10.25035546,1290.017779,1078.061672,1680.466629,792.346081,865.8756374,884.6020523
CG16959,6.881213834,38.14964493,9.611074574,6.765157115,3.613550703,0,42.2956649,20.02343373,16.73620002,17.77224855,17.28869825,7.048621931
sstn,394.5229265,439.842965,390.5591213,651.1463724,491.4428956,620.1465055,945.6102224,784.9186023,1246.846901,912.3087586,930.7082559,981.5206039
Or71a,14.90929664,33.66145141,45.43417071,103.168646,101.1794197,105.0661435,20.39255272,24.02812048,30.42945458,155.5071748,206.0236542,179.7398592
CG13460,20290.40586,23266.79521,22034.69906,28577.71494,33100.12444,32532.06565,29272.37651,33045.07316,25123.31844,37380.96277,33338.37313,44438.03696
CG18649,3128.658556,3366.145141,5549.084966,5295.426732,5597.390038,6211.71541,3845.129107,5186.870274,7522.921909,7810.903236,7522.024464,7647.754795
CG13461,1078.056834,1681.950522,576.6644745,4992.685951,4289.284684,4594.721836,2318.708772,1912.63839,700.6381917,8347.032733,10746.36669,7034.524687
CG12310,59582.13685,100560.2199,39800.33355,135147.5437,138061.1249,148076.635,89623.75864,98725.94048,32730.68208,198790.0051,153978.9095,160005.48
CG18581,275.2485533,408.4256104,343.3774825,299.3582024,345.0940921,292.1351307,226.5839191,349.2086843,303.5338094,282.874956,554.6790689,454.6361145
ind,0,8.976387042,1.747468104,0,1.806775351,0,3.021118921,1.601874699,4.564418187,0,0,0
Rpn12R,2.293737945,0,1.747468104,0,0,0,1916.144676,1649.93094,1945.202884,1858.680994,1904.638257,1973.614141
Reck,678.9464316,712.5007214,553.073655,329.8014094,334.25344,361.32503,770.385325,869.017024,608.5890916,312.4953703,231.9567015,259.036856
mRpL39,2613.714388,2726.577564,4180.81744,1405.461391,1537.565824,1583.679919,1867.051493,2394.001737,2577.374803,1457.324381,1432.080505,1543.648203
BobA,0,0,1.747468104,0,0,0,0,0,1.521472729,0,0,0
CG13465,0,0,0,0,0,0,0,0,0,0,0,0
shd,5033.607919,4736.166213,4670.982243,7806.991311,10002.30834,8248.973558,4106.455894,3888.550831,3796.074459,9167.518208,7993.141492,6414.245957
CG9628,173.1772148,218.7994341,318.039195,186.0418207,200.552064,117.8790878,219.7864015,233.0727686,254.0859458,161.4312576,208.9051039,232.6045237
dlp,830.3331359,647.4219154,550.4524529,492.1651801,551.0664822,284.4473641,709.2076668,595.0964505,791.1658191,419.1288615,322.7223674,361.241874
tRNA:iMet-CAT-1-5,0,0,0,0,0,0,0,0,0,0,0,0
CG5048,0,8.976387042,5.242404313,0,0,0,3650.266937,3642.663065,3294.749195,3440.411114,4922.956827,3674.094181
gdrd,0,0,0,0,0,0,1522.643936,1305.527879,1452.24572,1479.539691,2094.813938,1319.854457
CG13476,2.293737945,0,0,0,0,0,1627.627819,1279.096947,1187.509465,1537.299499,1926.24913,1235.270993
CG13473,0,0,0,0,0,0,265.8584651,233.873706,248.7607912,140.6969676,327.0445419,214.9829689
Mgat4a,792.4864598,637.32348,747.0426146,1236.332463,1196.085283,1291.544788,757.5455696,771.3026674,753.1290009,1439.552132,1004.185223,1044.958201
Tdrd3,1690.484865,1803.131747,1945.805734,1797.840503,1655.006222,1780.999262,1868.562053,1847.762465,2292.098666,1857.199973,1872.942311,1459.06474
Helz,5769.897799,4833.784422,4859.708798,6726.257462,7369.836658,5891.391802,4934.242478,4823.244717,4822.307815,6489.83276,4479.213572,6121.728147
CG17839,682.3870385,538.5832225,451.720505,358.5533271,290.8908316,381.825741,1294.549458,1087.67292,1721.546393,622.0286991,691.5479301,926.8937839
gnu,13.76242767,6.732290281,12.23227673,10.14773567,14.45420281,5.125177731,7.552797304,16.01874699,9.128836374,11.8481657,4.322174563,0
NHP2,5420.102763,6385.577332,9408.368274,1166.989602,1436.386404,1711.809362,3188.035742,4301.834503,3847.804532,1115.208596,1305.296718,1503.118627
bmm,6320.394906,5380.221983,3706.379849,6190.118761,6746.499162,5899.079568,7635.122794,5588.139886,3986.25855,7976.777555,13708.49699,7131.443238
mop,6272.226409,5983.884012,3784.14218,12437.74136,10611.19164,11224.13923,6968.210792,5711.484238,4747.755651,10607.07034,9798.369734,9857.49777
Mgat4b,6.881213834,0,6.989872418,10.14773567,3.613550703,15.37553319,154.077065,164.1921566,187.1411457,145.1400298,141.1910357,155.0696825
Tsen34,75.69335217,123.4253218,76.01486254,120.0815388,115.6336225,143.5049765,96.67580549,81.69560963,61.61964553,66.64593204,95.08784038,70.48621931
CG13471,0,0,0,0,0,0,1017.361797,985.953877,988.1965375,952.2963179,955.2005784,995.6178477
CG17177,0,2.24409676,0,0,0,0,175.2248974,164.993094,127.0429729,159.9502369,293.9078703,107.4914844
CG13474,0,0,0,0,0,0,106.494442,110.5293542,104.2208819,168.8363612,175.7684322,197.3614141
CG4914,112.3931593,143.6221927,73.39366039,202.9547135,95.75909362,117.8790878,111.0261204,120.9415397,86.72394556,71.08899418,77.79914213,155.0696825
tRNA:iMet-CAT-1-4,0,0,0,0,7.227101405,0,0,0,0,0,0,0
CG3919,243.1362221,282.7561918,340.7562804,201.2634242,366.7753963,276.7595975,1006.032601,1010.782935,1113.718038,829.3715988,1056.051318,955.0882716
CG9592,0,0,0,0,0,0,309.6646895,305.1571301,301.2516004,296.2041424,484.083551,343.6203191
Mpcp2,56251.62935,45752.64475,71536.10179,37685.30771,43662.53314,38484.95958,32158.30036,43764.0177,53358.04861,28480.02829,25463.37107,27519.58217
HGTX,9.174951778,6.732290281,17.47468104,6.765157115,32.52195632,5.125177731,79.30437169,91.30685782,112.588982,75.53205632,135.4281363,81.0591522
Lk,0,0,0,0,0,0,0,0,0,0,0,0
Gbs-70E,7196.602801,7776.917323,6339.814283,13444.05848,18013.55025,13512.53109,5480.309724,5657.821435,3717.718613,14411.81255,6363.681681,11852.25778
CG4613,0,0,0,0,0,0,0,0,0,0,0,0
stwl,479.3912304,470.1382713,489.2910692,630.850901,489.6361202,499.7048288,925.2176697,860.2067131,1505.497265,699.0417761,729.0067763,847.5967872
CG3868,25457.05058,8268.374514,3377.855846,11373.9204,15270.86527,9479.016214,9070.154282,7711.424799,3624.148041,9594.052173,13434.75927,8460.108472
CG13481,0,0,1.747468104,0,0,20.50071092,1240.169317,1067.649487,1022.429674,1159.639218,1288.00802,1046.720357
saturn,0,4.488193521,1.747468104,0,0,0,2406.321221,2348.348308,2264.712157,2245.2274,4368.277758,2419.439478
CG7768,110.0994213,31.41735465,80.3835328,30.44320702,28.90840562,5.125177731,8588.285814,7275.714881,10351.33971,6423.186828,8396.544451,10053.09703
CG7924,11.46868972,2.24409676,13.10601078,20.29547135,12.64742746,0,4.531678382,8.009373493,4.564418187,0,11.52579883,51.102509
CG7906,8.028082806,12.34253218,3.494936209,1.691289279,0,0,58.15653924,14.41687229,4.564418187,5.924082848,8.644349126,56.38897545
fz,280.9828982,306.3192078,243.7718006,184.3505314,220.4265929,58.93954391,185.0435339,181.8127783,231.2638548,103.6714498,146.9539351,121.5887283
CG13482,1338.396091,517.2643033,260.3727476,236.780499,319.7992372,643.2098052,392.7454598,182.6137156,234.3068003,204.3808583,1092.06944,407.0579165
D,308.5077535,205.3348536,317.165461,145.450878,211.3927161,148.6301542,398.7876976,486.9699084,573.5952189,189.5706511,260.7711986,176.2155483
Sox21b,189.2333804,121.1812251,158.1458634,192.8069778,211.3927161,202.4445204,314.9516476,258.7027638,322.5522186,202.8998376,184.4127814,176.2155483
Sox21a,65.37153142,49.37012873,23.59081941,15.22160351,3.613550703,5.125177731,18.12671353,16.01874699,13.69325456,11.8481657,7.203624272,17.62155483
Fbp1,448973.9715,997562.7227,51502.25371,8002204.994,6878536.498,7040420.773,697259.1415,244832.1308,1072.638274,14102288.11,11349011.81,10384815.75
Tsp68C,2.293737945,0,0,0,10.84065211,0,1.510559461,0,4.564418187,17.77224855,0,3.524310965
Hml,24987.98117,18870.60966,14953.08457,11377.30298,13144.29068,6298.843431,13298.21021,11680.8703,12996.42005,8843.174672,9331.574881,8164.066351
CG13737,19.49677253,21.31891922,34.07562804,13.53031423,14.45420281,10.25035546,10.57391623,8.810310842,10.6503091,7.40510356,4.322174563,0
DCTN1-p150,4437.236054,3930.535476,3800.743127,6146.145239,6077.992282,5714.57317,3897.243409,3845.300214,3985.497814,5438.308055,4996.433795,4546.361145
CG32137,1473.726629,536.3391257,606.3714322,564.8906191,513.1241998,607.3335611,2142.728595,1809.317472,2170.380848,1306.260268,2009.811172,2052.911137
ssp2,0,0,0,0,0,0,0,0,0,0,0,0
Hsc70-1,9.174951778,4.488193521,8.737340522,6.765157115,0,0,419.1802504,368.4311807,564.4663825,220.6720861,358.7404887,296.0421211
CG17362,3175.680184,4240.220829,2705.95436,7022.233086,7772.747561,7331.566744,5666.863817,5146.022469,1351.82852,10972.88246,11968.10136,11055.7635
CG9040,3493.36289,5094.099646,3072.048928,3982.986252,5756.386269,4835.605189,5707.648922,5890.894204,1550.380711,3855.096914,4476.332122,4246.794713
CG17361,180.0584286,246.8506436,178.2417467,214.7937384,149.9623542,261.3840643,177.4907366,164.993094,177.2515729,164.393299,164.2426334,222.0315908
upSET,3674.568187,2661.498758,3945.78298,2511.564579,2896.260888,2401.145767,3874.585017,3608.222758,6370.406317,3164.941262,2423.299205,3203.598668
CG6650,2297.178551,2645.79008,2271.708536,4551.259449,4287.477909,3954.074619,2894.231927,2774.446978,2362.847148,4697.797699,3773.258393,3950.752592
CG6661,0,0,0,0,0,0,0,0,0,0,0,0
Hsc70Cb,18040.24893,18324.1721,22994.93279,14908.71499,17274.57913,15916.23944,16061.02347,17538.12514,19643.73441,15929.85878,16294.5981,15159.82362
CG6833,1144.575234,1376.753362,1378.752334,1041.834196,1015.407747,1312.045499,1148.02519,1180.581653,1059.705756,1227.76617,1158.342783,1318.092301
Pex1,1856.780866,1593.3087,1636.50388,2675.619639,2795.081469,2560.026277,1438.052607,1400.839424,1274.233411,1808.326289,1682.76663,1853.787568
CG8100,8573.992437,11571.68494,6117.0121,26876.27793,24573.95155,33741.60759,10678.14483,7766.689476,2260.908475,28703.66242,20122.60404,23540.63509
CG13484,495.447396,684.4495119,651.8056029,586.8773798,614.3036195,768.7766597,528.6958113,529.4195879,468.6136006,746.4344389,757.8212734,851.1210981
Nprl3,635.3654106,531.8509322,653.5530711,761.0801755,832.923437,712.3997046,688.8151141,659.9723758,796.4909737,796.7891431,772.2285219,761.2511685
CG17359,236.2550083,314.1735465,337.2613442,358.5533271,334.25344,404.8890408,322.5044449,273.1196361,233.5460639,359.888033,266.534098,389.4363617
CG17364,91.74951778,48.24808035,214.9385768,65.96028187,79.49811546,41.00142185,78.54909196,132.9556,327.8773731,54.79776635,96.52856524,128.6373502
CG13738,2.293737945,6.732290281,5.242404313,0,0,0,3.776398652,1.601874699,0,0,0,1.762155483
Meics,770.6959494,802.2645918,868.4916479,744.1672827,858.2182919,794.4025483,750.748052,716.8389276,830.7241101,884.1693651,698.7515543,821.1644549
CG8833,464.4819338,455.5516424,484.922399,532.7561228,498.669997,461.2659958,881.4114453,728.0520505,1091.656683,758.2826046,642.563285,734.8188363
Rgl,1662.96001,1522.619652,1416.322899,1831.666289,1794.127924,1980.881193,1703.155792,1765.265918,1549.619975,1638.008908,1799.465343,1346.286789
CG8745,26455.97345,40290.51324,23204.62896,76312.66355,76175.45559,59364.93366,33032.91429,30393.16959,11077.0822,84378.19303,38431.33549,76153.31134
CG8750,0,0,0,0,0,0,637.4560924,603.105824,578.9203734,780.4979153,1276.482221,636.1381293
CG8757,0,0,0,0,0,0,0,0,0,0,0,0
CG10738,114.6868972,56.10241901,45.43417071,27.06062846,37.94228238,20.50071092,81.57021088,47.25530361,95.85278193,14.81020712,28.81449709,44.05388707
